"id","id_user","content","Description","amount","units","msg_type","id_category","cdate","mdate","validity","PictureFile"
"964","104","gidsen in museum","","0","","0","29","2012-12-07 11:49:44","2012-12-07 11:49:44","2014-11-27 11:49:44",""
"965","104","advies ivm subsidies en reglementering milieu en energie","","0","","1","16","2012-12-07 11:50:50","2012-12-07 11:50:50","2014-11-27 11:50:50",""
"966","104","kapper, knippen en kleuren","","0","","0","28","2012-12-07 11:51:46","2012-12-07 11:51:46","2014-11-27 11:51:46",""
"2567","196","snowboard, maat 54 ","oud maar goed snowboard, zeker prima voor beginners, mét bindingen. Blussers overeen te komen.","\N","","1","32","2014-11-02 22:01:50","2014-11-02 22:01:50","2015-05-01 23:01:50",""
"1024","14","Uw eerste skiles","Ik ben skimonitor. Ik geef skiles. Wil je graag eens kennismaken met skiÃ«n ? Ligt er per ongeluk 10 cm sneeuw in Mechelen ? Dan kunnen we gaan skiÃ«n in bijvoorbeeld de Kruidtuin. De helling van het grasplein van Parkpop is ideaal om uw eerste skiles te volgen. Materiaal huren kan in de Pacific in den Bruul.","20","uur","1","29","2012-12-29 17:33:16","2012-12-29 17:33:16","2017-12-03 17:33:16",""
"1038","120","Allerlei activiteiten ivm ecologie, transitie, permacultuur, natuurlijk bijen houden, zelfvoorzienendheid, ambachten...","","0","","1","2","2013-01-03 14:57:46","2013-01-03 14:57:46","2015-12-19 14:57:46",""
"1039","120","Hulp bij het verspreiden van reclame","","0","","0","15","2013-01-03 14:58:45","2013-01-03 14:58:45","2015-12-19 14:58:45",""
"2330","143","graszaad voor speelgazon","voor 8m² (250gr) - slechts heel weinig van gebruikt. dit voorjaar gekocht","5","stuk","1","21","2014-09-13 15:34:02","2014-09-13 15:34:02","2015-09-08 15:34:02",""
"1057","29","Glutenvrije tips en trucs\n","Weet je niet waar te beginnen nu je op een glutenvrij dieet gezet wordt?  Je staat er niet alleen voor.  Uit eigen ervaring kan ik je tips geven en mentale steun bij jouw dieet, zodat het in plaats van een last een ware zege wordt voor jezelf en jouw gezondheid.","10","uur","1","34","2013-01-16 13:23:06","2013-01-16 13:23:06","2015-01-06 13:23:06",""
"1058","29","Zuivelvrije tips en trucs","Weet je niet waar te beginnen nu je op een zuivelvrij dieet gezet wordt?  Je staat er niet alleen voor!  Uit eigen ervaring kan ik je tips geven en mentale steun bij jouw dieet, zodat het in plaats van een last een ware zege wordt voor jezelf en jouw gezondheid.","10","uur","1","34","2013-01-16 13:24:29","2013-01-16 13:24:29","2015-01-06 13:24:29",""
"2454","222","Scanner/dia scanner Medion","Scanner (met dia scanner) van het merk Medion!","15","","1","23","2014-10-15 10:38:10","2014-10-15 10:38:10","2015-01-13 09:38:10",""
"1064","29","Sneltypen","Ik tik je geschreven teksten razendsnel en blindelings de computer in :)","15","uur","1","15","2013-01-18 14:42:07","2013-01-18 14:42:07","2015-01-08 14:42:07",""
"2623","14","Bureaustoel","Een mooie goed zittende bureaustoel. Geen schade, maar 2 wieltjes draaien niet meer zo goed. Daardoor is de stoel niet geschikt voor parket : kans op krassen, wel geschikt voor op tegels.","\N","","1","40","2014-11-20 14:04:40","2014-11-20 14:04:40","2015-02-18 14:04:40",""
"2514","221","Colruyt - Vandaag veggie","ISBN: 5400141813975\n\n74 heerlijke vegetarische Colruyt-recepten\n\n3 blussers voor 3 weken. Verlengen enkel mogelijk na onderling akkoord.","3","3 weken","1","37","2014-10-25 14:30:28","2014-10-25 14:30:28","2015-10-20 14:30:28",""
"1093","14","Meet je eigen loop- en fietsprestaties","Leen mijn Garmin ForeRunner 310 met hartslagmeter. Hiermee meet je je eigen snelheid, topsnelheid, gemiddelde snelheid, afgelegd traject, hoogte verschillen, hartslag, calorieverbranding. Raadpleegbaar op de horloge of via internet (met kaarten, statistieken, ...). Ideaal om loop- en fietsprestaties op te meten. Ik vraag wel een waarborg van 50 euro, die je terugkrijgt als je het toestel ongeschonden terugbrengt. Ik kan ook je persoonlijke coach zijn als je wil.","5","gebruik","1","28","2013-02-21 12:36:00","2013-02-21 12:36:00","2018-01-26 12:36:00",""
"1118","14","Groendak aanleggen","Ik kan informatie bieden en hulp bieden voor de aanleg van een groendak. Ik heb hiervoor cursus gevolgd.","20","uur","1","21","2013-03-01 16:48:21","2013-03-01 16:48:21","2018-02-03 16:48:21",""
"1169","123","samen boodschappen doen naar Carrefour/Zemst","bvb om de 14 dagen ","20","rit","1","31","2013-03-23 15:19:23","2013-03-23 15:19:23","2016-03-07 15:19:23",""
"1202","14","Gegidste wandeling in Mechelen","Door mijn interesse in geschiedenis en lokale politiek weet ik veel over Mechelen. De Stad Mechelen heeft in de geschiedenis een zeer belangrijke rol gespeeld. Ik kan rondleidingen geven doorheen het groot begijnhof, de wijk Heembeemd - klein begijnhof of wandelingen langsheen de zichtbare en verborgen vlieten. Ik ben geen professionele gids. Verwacht een leuke, verrassende wandeling met hier en daar wat wetenswaardigheden.","5","uur","1","36","2013-03-27 12:03:43","2013-03-27 12:03:43","2018-03-01 12:03:43",""
"2329","147","Organisatoren gevraagd","Beste Letsers, \n\nWij zoeken nog organisatoren om een activiteit in mekaar te steken. U krijgt er niet alleen onze mooiste glimlach voor, maar ook zal uw inzet een paar plussers opleveren.\n\nWij dachten persoonlijk in de richting van een ruilmarkt voor goederen (bv.via een soort van garage-sale, ontmoeten en ruilen, 2de hands marktje, hapje/drankje.... Maar de soort activiteit we willen dit vooral al jou overlaten.\n\nBen je hierin thuis, zie je dit zitten, weet je van aanpakken, laat ons iets weten via activiteiten@letsmechelen.be","\N","","0","15","2014-09-13 10:19:37","2014-09-13 10:19:37","2014-12-12 09:19:37",""
"1214","123","klein materiaal","ben in het bezit van vele soorten nagels, bouten, pluggen,haken,sloten,sleutels, elektrische draad enz.\r\nTe veel om op te noemen","0","","1","40","2013-03-29 15:09:37","2013-03-29 15:09:37","2016-03-13 15:09:37",""
"1224","127","scouts hemd, 2 sjaaltjes, T shirts 10 jaar ongeveer","nieuw scoutshemd en Tshirt niet gedragen\n2 sjaaltjes wel gebruikt\nblussers overeen te komen","0","","1","27","2013-03-30 23:19:06","2013-03-30 23:19:06","2015-03-20 23:19:06",""
"2515","221","Optimaal gezond zonder medicijnen","ISBN: 9789002232664\n\nAuteur: DR. Rudy Proesmans.\n\n3 blussers voor 3 weken. Verlengen enkel mogelijk na onderling akkoord.","3","3 weken","1","37","2014-10-25 14:31:27","2014-10-25 14:31:27","2015-10-20 14:31:27",""
"2208","55","Kaartlezer voor eID uitlenen","Kaartlezer voor de Belgische eID, nodig voor het aanloggen op Tax-on-web of het aanvragen van een token.","\N","","1","15","2014-06-25 08:25:12","2014-06-25 08:25:12","2014-12-22 07:25:12",""
"2517","221","De macrobiotische Weg: De volledige gids voor macrobiotische voeding en lichamelijke oefening","ISBN: 9789072538017\n\nAuteur: Michio Kushi\n\n3 blussers voor 3 weken. Verlengen enkel mogelijk na onderling akkoord.\n","3","3 weken","1","37","2014-10-25 14:39:09","2014-10-25 14:39:09","2015-10-20 14:39:09",""
"2332","2","Twee wekelijkse mail maken en uitsturen naar de leden","Hallo allemaal,\nWe zoeken een letser die de tweewekelijkse mail wil opstellen en via de mailinglijst wil versturen.\nIn de twee wekelijkse mail staan verschillende zaken:\n-Het laatste vraag en aanbod\n-Het binnengekomen vraag en aanbod van LAP(lets Antwerpen provincie/interlets)\n-Een overzichtje van activiteiten van andere organisaties\n-Een overzicht van hetgene wat op Elas-nieuws staat\nElke twee weken en dit met een begeleidende tekst.","125","jaar","0","15","2014-09-13 19:11:42","2014-09-13 19:11:42","2015-09-08 19:11:42",""
"1274","75","Pianoles","Ik heb nog nooit pianoles gevolgd. Heb vroeger wel muziekschool gedaan. Ik probeer maar wat op de piano (impro + simpele kinderliedjes), maar zou mezelf ook willen leren begeleiden tijdens het zingen en evt liedjes maken (dus niet echt het klassieke pianospel). Als je mij handige tips en tricks kan bijleren, laat dan maar iets weten. Alvast bedankt!","0","","0","18","2013-04-20 15:55:24","2013-04-20 15:55:24","2015-04-10 15:55:24",""
"1275","75","Gitaarles","Tips en tricks om op een leuke manier gitaar te leren spelen (slagritmes, manieren van tokkelen, e.d.). Ik ken de basisakkoorden (zonder barre's).","0","","0","18","2013-04-20 16:00:01","2013-04-20 16:00:01","2015-04-10 16:00:01",""
"2334","129","Nalezen van teksten op fouten","Ik lees met plezier je teksten na op schrijffouten.","1","bladzijde","1","15","2014-09-15 18:44:01","2014-09-15 18:44:01","2018-10-24 18:44:01",""
"2624","101","3 filmtickets voor 'De Pinguïns van Madagascar'. Vertoning op 14 december 23014 om 11u in Kinepolis Brussel. ","3 filmtickets voor 'De Pinguïns van Madagascar'. Vertoning op 14 december 23014 om 11u in Kinepolis Brussel. ","12","3 tickets","1","36","2014-11-20 16:30:26","2014-11-20 16:30:26","2014-12-20 16:30:26",""
"2336","41","reisgidsen, boekjes wandelroutes NL, kaarten, fietsknooppunten Zeeland....","Verschillende reisgidsen, wandelroutes doorheen gans NL, kaarten, fietsknooppunten Zeeland etc.","\N","...","1","30","2014-09-17 19:15:15","2014-09-17 19:15:15","2015-09-12 19:15:15",""
"2696","41","ik ga naar het containerpark (maandag 08/12) en ik neem mee...","... jouw spullen. Ik kom ze halen rond de middag ongeveer, en breng ze naar het containerpark. Blussers overeen te komen.","\N","...","1","40","2014-12-05 10:21:43","2014-12-05 10:21:43","2015-01-04 10:21:43",""
"1318","136","bijles Engels, Duits, Nederlands, Nederlands voor anderstaligen","bijles voor leerlingen secundair onderwijs of volwassenen bij mij thuis (Bonheiden)\n's avonds of weekend\nmogelijk vanaf september 2013","20","uur","1","2","2013-04-26 13:38:18","2013-04-26 13:38:18","2015-04-16 13:38:18",""
"1319","136","te leen: verkleedkleding allerlei, accessoires, decoratie Hallowween","op zoek naar pruiken, boa's, verkleedkleding, maskertjes, vele zaken i.v.m. Halloween...? Vraag en ik kijk of ik u kan helpen. \nAantal blussers af te spreken naargelang hoeveelheid en duur. ","0","","1","2","2013-04-26 13:41:14","2013-04-26 13:41:14","2015-04-16 13:41:14",""
"1320","136","te leen: 2 identieke fonduestellen elektrisch","Hebt u een feestje en nog fonduestelletjes nodig? Ik heb er twee identieke voor ca 10 personen in totaal. Staan hier toch maar te staan... ","8","","1","34","2013-04-26 13:44:21","2013-04-26 13:44:21","2015-04-16 13:44:21",""
"1321","136","te leen: poppenkast met poppenkastpoppen","Wil je graag eens poppenkast spelen bij een verjaardagsfeestje? Kom de onze gerust eens lenen. Je hebt keuze uit een ganse doos poppenkastpoppen. ","10","","1","27","2013-04-26 13:49:26","2013-04-26 13:49:26","2015-04-16 13:49:26",""
"1322","136","taarten bakken","Op vraag bak ik taarten of cakes voor u. Eventueel ook rijstpap, fruitsla, pudding.. voor uw dessertenbuffet. Gelieve wel tijdig te checken of ik tijd heb op een bepaald moment! \nHet gaat om basic taarten en cakes; ik maak geen gedecoreerde zaken (dus niet met figuurtjes in suikerglazuur of marsepein). Maar dus wel o.a. appeltaart, pompoentaart, frangipane, kokos, kokos-framboos, tiramisutaart, chocoladetaart, rolbiscuit.. \nAantal blussers naargelang moeilijkheid en hoeveelheid.","0","","1","34","2013-04-26 13:56:57","2013-04-26 13:56:57","2015-04-16 13:56:57",""
"1323","136","te leen: cursus Russisch voor beginners","Enkele mappen compleet met draagbare cd-speler en cd's en vertaalcomputertje. Slechts twee jaar oud en niet gebruikt. Ik heb er momenteel geen tijd voor, maar wil alles wel terug na gebruik. \nAantal blussers overeen te komen. ","0","","1","2","2013-04-26 14:07:46","2013-04-26 14:07:46","2015-04-16 14:07:46",""
"2625","101","Reisadvies voor (gezins)vakanties in Frankrijk, Spanje, Marokko, Jordanië, ...","Als ervaren reizigster (én reisbegeleidster bij een avontuurlijk reisbureau) kan ik je tips geven om van jou reis een succes te maken. Met het gezin ondernamen we de laatste zomer een ezeltrektocht in Frankrijk, deden we aan canyoning,... Veel kennis van Andalucía in Spanje.\nBlussers overeen te komen, afhankelijk van de vraag.","\N","","1","30","2014-11-20 19:06:36","2014-11-20 19:06:36","2015-11-15 19:06:36",""
"2456","55","swishing party/klerenruil","Wie wil kan nog inschrijven voor de swhishing party bij mij thuis op 29/10/2014 om 20 uur. Dat is een leuke avond met letsers waarbij kleding geruild wordt. ik zorg voor hapje en drankje, paskamer met spiegels. Allen samen zorgen we voor leuke sfeer en kleding advies (indien gewenst! :-)","10","persoon","1","15","2014-10-15 13:41:16","2014-10-15 13:41:16","2014-11-14 12:41:16",""
"2628","129","Hulp bij 2dehands verkoop en ruil- of weggeefsites","Ik wil je graag helpen bij het verkopen op 2de hands websites of het ruilen en weggeven op allerlei ruil- of weggeefsites.","20","uur","1","2","2014-11-21 18:40:42","2014-11-21 18:40:42","2016-11-10 18:40:42",""
"2629","129","Kortingbon 10% Bosch","Aankoopbon van HUBO, geldig tot eind december (5 bons beschikbaar)","1","stuk","1","40","2014-11-21 19:12:00","2014-11-21 19:12:00","2014-12-21 19:12:00",""
"2460","198","Ikea plintjes plaatsen","Mijn Ikea plintjes (Tundra, met schroeven in de muur te bevestigen) moeten nog geplaatst worden, maar ik durf er niet alleen aan te beginnen. Wie kan mij een uurtje (of 2) komen helpen zodat ik nadien zelf weet hoe het moet? ","20","uur","0","39","2014-10-16 08:10:03","2014-10-16 08:10:03","2014-12-15 07:10:03",""
"2461","123","Schoenaantrekker","Ik zoek een schoenaantrekker met\neen lang handvat.\nGeen plastiek aub.","25","stuk","0","28","2014-10-16 12:20:49","2014-10-16 12:20:49","2017-09-30 12:20:49",""
"2462","63","gyprocplaten","gebruikte gyprocplaten,met gaatjes van de vijzen en hier en daar gaten van de stopkontakten en schakelaars,ze zijn ook geverfd.Wel eventueel helpen demonteren","2","plaat","1","39","2014-10-16 16:18:01","2014-10-16 16:18:01","2015-10-11 16:18:01",""
"2464","222","Frietsnijders","Twee stuks zelfs, voor als er eentje in panne valt :-)","15","voor de twee","1","15","2014-10-16 16:59:12","2014-10-16 16:59:12","2015-01-14 15:59:12",""
"2465","222","Sodaclub apparaat plus fles","Ouder model maar werkt nog perfect! Zelf gas en siroop voor kopen.","40","stuk","1","2","2014-10-16 17:02:17","2014-10-16 17:02:17","2014-12-15 16:02:17",""
"2216","171","brood","ik bak mijn eigen brood, maar ik kan er op bestelling wel altijd eentje meer bakken.\nje brengt je eigen broodzak mee.\nsnijden kan op het moment van afhalen","3","brood","1","34","2014-06-26 13:24:01","2014-06-26 13:24:01","2014-12-23 12:24:01",""
"2217","12","Borden en glazen voor feestjes","Geef je een feestje en heb je niet genoeg servies in huis?\nIk heb een grote stapel borden, diepe borden en veel glazen te leen. Zeker voor 20 personen. ","15","weekend","1","40","2014-06-30 13:34:34","2014-06-30 13:34:34","2017-06-14 13:34:34",""
"2227","171","ambachtelijk bier","advies; bierproefsessie; foodpairing; cursus etc","20","uur","1","34","2014-07-07 15:24:48","2014-07-07 15:24:48","2015-07-02 15:24:48",""
"1380","134","Video's overbrengen naar DVD","Ik heb een aantal video's van toen mijn kids klein waren en kocht 4 jaar geleden een video-Dvd brander, met het idee om dit zelf te kunnen doen. Tevergeefs...iemand net iets technischer aangelegd dan ik?","0","","0","15","2013-05-12 13:37:00","2013-05-12 13:37:00","2016-04-26 13:37:00",""
"1384","35","Compost","We hebben een ondertussen voor de helft gevulde compostbak.  We gebruiken het niet terwijl ik vermoed dat het van onder al van goede kwaliteit moet zijn. ","0","","1","21","2013-05-13 23:27:33","2013-05-13 23:27:33","2017-06-21 23:27:33",""
"2344","82","geocachers","wie heeft er zin om af en toe eens een geocaching-toertje te maken?\n\nben benieuwd of er onder de letsers ook geocachers te vinden zijn...","\N","nvt","0","2","2014-09-21 14:02:43","2014-09-21 14:02:43","2015-03-20 13:02:43",""
"1396","35","Terrasverwarmer om uit te lenen","Het is een elektrische toestel op poot met 3 weerstande : lekker warm voor de tuinfeest !","10","leenbeurt","1","40","2013-05-21 20:50:13","2013-05-21 20:50:13","2016-05-05 20:50:13",""
"2626","101","Ik herschrijf jouw technische of amtenarese teksten naar eenvoudige, verstaanbare taal.","Blussers overeen te komen.","\N","","1","15","2014-11-20 19:07:52","2014-11-20 19:07:52","2015-11-15 19:07:52",""
"2347","193","textiel in het huishouden naar jouw smaak","Denk aan strijkplankovertrek, kussensslopen, beddengoed, fietszadelovertrek, mandjes, opberghoezen, dekentjes, bloempothoezen, tafellakens, ... ik maak het voor jou. Kies je stof of garen (ik help qua afmetingen / hoeveelheden en materiaal) en bespaar! Ik maakte bijvoorbeeld op een half uur een strijkplankovertrek van een reststofje, en zag net op de Colruyt-site een overtrek van 15 euro als superpromotie...","20","uur","1","40","2014-09-24 16:40:01","2014-09-24 16:40:01","2016-09-13 16:40:01",""
"2348","9","muzikaal gehoor gezocht","ik zoek iemand met een muzikaal gehoor die mij wat kan helpen met noten noteren. Als je een beetje piano kan spelen zal je mij waarschijnlijk al kunnen helpen.","20","uur","0","38","2014-09-24 22:11:16","2014-09-24 22:11:16","2015-09-19 22:11:16",""
"2349","14","Druiven uit de tuin : pitloos","De druiven in de tuin zijn rijp. Ze zijn niet zo groot als in de winkel. Het zijn pitloze druiven. Je krijgt ze voor 3 blussers per handvol druiven.","3","tros","1","35","2014-09-25 15:26:50","2014-09-25 15:26:50","2014-11-24 14:26:50",""
"2352","188","bon voor gratis overnachting voor 2 personen","reischeque van eurorest, 7 overnachtingen voor 2 personen (maar verplicht betalend ontbijt), geldig tot 10/2/2015, geldig in heel Europa.","50","cheque","1","30","2014-09-26 20:08:47","2014-09-26 20:08:47","2014-11-25 19:08:47",""
"2354","186","Uitleg over sterkteleer","Mijn man wil zich verdiepen in sterkteleer voor staalconstructies. Wie kan hem helpen?","20","uur","0","19","2014-09-28 15:43:17","2014-09-28 15:43:17","2014-12-27 14:43:17",""
"2357","158","Bongo Bon Lunch voor twee\n","Geldig tot 31 maart 2015. Bon geldig voor twee personen voor een lunch in een van de 40 lunchadressen. \n\nhttp://www.bongo.be/artwork/download2014/lunchtime_BE.pdf","50","bon","1","34","2014-10-02 09:28:51","2014-10-02 09:28:51","2015-03-31 09:28:51",""
"2360","158","Rolschaatsen maat 34-37","Rolschaatsen maat 34-37","20","paar","1","27","2014-10-02 15:12:27","2014-10-02 15:12:27","2015-09-27 15:12:27",""
"2367","66","Kinderfietsje","Kinderfietsje, 4-5jaar.  Thema brandweer.\nMoet wel eens nagekeken worden, want staat al een paar jaar werkeloos in de garage.\n","10","","1","33","2014-10-04 16:06:55","2014-10-04 16:06:55","2015-04-02 16:06:55",""
"2358","158","Bongo Bon - de zoete zonde","Bon geldig tot 31 maart 2015, geldig op zoetigheden voor twee personen in meer dan 50 koffie en eethuizen. \n\nhttp://www.bongo.be/artwork/download2014/zoete_zonde_be.pdf","40","bon","1","34","2014-10-02 09:31:16","2014-10-02 09:31:16","2015-03-31 09:31:16",""
"2627","101","Reisadvies voor avontuurlijke reizen in Marokko en Jordanië.","Ik heb ervaring met avontuurlijke reizen en kan je tips geven om van jouw vakantie in Jordanië of Marokko een succes te maken.","\N","","1","30","2014-11-20 19:09:24","2014-11-20 19:09:24","2015-11-15 19:09:24",""
"2370","197","Vervang je gloeilampen door spaarlampen en bespaar","Wij zijn recent gedeeltelijk overgeschakeld op LED verlichting waardoor we heel wat goeie spaarlampen op overschot hebben. Wie helpen we daarmee verder? Ik kom 5 lampen vervangen voor 25 blussers. Meer kan in overleg.","25","5 lampen","1","39","2014-10-06 21:22:55","2014-10-06 21:22:55","2015-03-05 20:22:55",""
"1471","111","reisadvies India-reizen","Ik heb zelf al een aantal keer in India gereisd, en wil je graag wat tips geven qua locaties (ook de niet platgetreden plekjes), cultuur, bevolking, religies, manier van reizen in dit mooie land.","0","","1","30","2013-06-17 22:30:31","2013-06-17 22:30:31","2016-06-01 22:30:31",""
"1472","111","muskieten-net voor 1 persoon","Muskieten-net te  leen voor als je een reis wenst te maken naar een tropische bestemming","0","","1","30","2013-06-17 22:32:10","2013-06-17 22:32:10","2016-06-01 22:32:10",""
"1473","111","handige reis-netjes voor kledij te leen","Ik heb 3 rechthoekige netjes te leen, 2 kleinere en 1 grotere, wat superhandig is om je bagage - vooral kledij dan - een beetje geordend en overzichtelijk te houden in bvb je rugzak of reiskoffer.","0","","1","30","2013-06-17 22:38:20","2013-06-17 22:38:20","2016-06-01 22:38:20",""
"1474","111","Helpen bij feestjes","Ik wil graag komen helpen bij het klaarmaken van hapjes, eten,versiering ... bij feestjes. Of helpen bij kaartjes/uitnodigingen/doopsuiker klaarmaken, ...","0","","1","2","2013-06-17 22:40:41","2013-06-17 22:40:41","2016-06-01 22:40:41",""
"2518","12","Verse biologische boerenkool","Lekker gezonde winterkost te lets!\nWe hebben veel oogst van biologische boerenkool dit jaar. Graag verletsen we een deel. ","2","kilo","1","34","2014-10-26 22:24:15","2014-10-26 22:24:15","2014-11-25 22:24:15",""
"2363","129","Te leen: 125 glazen yoghurtpotjes","Ik heb deze potjes verzameld om bij evenementen theelichtjes te kunnen plaatsen. Ik wil ze gerust uitlenen.","5","20 stuks","1","2","2014-10-02 16:33:09","2014-10-02 16:33:09","2018-01-14 15:33:09",""
"2630","129","Kortingsbon 10% Powerplus","Aankoopbon HUBO op volledige assortiment Powerplus, geldig tot eind december (5 bons beschikbaar)","1","stuk","1","40","2014-11-21 19:13:10","2014-11-21 19:13:10","2014-12-21 19:13:10",""
"1503","139","Ganze-eieren","Ganze-eieren omdat Ã©Ã©n van m'n dochters geen gewone kippe-eieren mag eten.","0","","0","34","2013-06-28 12:36:57","2013-06-28 12:36:57","2015-06-18 12:36:57",""
"2373","41","mixer repareren","wie kan er een philips-mixer repareren, totaal geen idee wat het probleem is...","\N","...","0","20","2014-10-07 17:35:45","2014-10-07 17:35:45","2014-12-06 16:35:45",""
"2374","197","Ik help je overstappen naar een andere energieleverancier: groen en goedkoper","We gaan samen op zoek naar een nieuwe energieleverancier (gas en/of elektriciteit) en we kunnen meteen de overstap in orde brengen.","15","overstap","1","16","2014-10-07 22:25:11","2014-10-07 22:25:11","2015-04-05 22:25:11",""
"2375","41","renovaties","betegelen, bezetten (kleine stukken), gyproc plaatsen, plintjes plaatsen, laminaat leggen, ... Indien twijfel over de afwerking, kom gerust bij mij thuis zien. Ik doe GEEN water, noch electriciteit. ","30","uur","1","39","2014-10-08 09:21:30","2014-10-08 09:21:30","2015-10-03 09:21:30",""
"1559","123","Silexdallen","14 Silexdallen van 50x50cm","5","stuk","1","21","2013-09-11 11:48:12","2013-09-11 11:48:12","2016-08-26 11:48:12",""
"2470","119","Kan iemand mij helpen bij het uitwerken van een logo? ","","\N","","0","24","2014-10-17 14:47:23","2014-10-17 14:47:23","2015-10-12 14:47:23",""
"1569","84","Flow Magazine - vanaf jaargang 2013","\nIn elke Flow magazine de volgende themaâ€™s:\n\n   - Live mindfully; aandachtig leven, aandacht voor het nu en niet altijd bezig zijn met eeuwige to-do-lijstjes\n   - Simplify your life; praktische oplossingen en handige tips om het leven eenvoudiger te maken, ook in je hoofd\n   - Feel connected; verhalen die gaan over de mensen om je heen, maar ook over vrouwen elders in de wereld\n   - Spoil yourself; originele haalbare en betaalbare producten waarmee je jezelf of een ander Ã©cht verwent\n\n","0","","1","37","2013-09-18 19:45:06","2013-09-18 19:45:06","2015-09-08 19:45:06",""
"1574","12","Droogoven voor kruiden en kleinfruit te leen","Oogst seizoen of gewoon te veel kruiden, fruit of groenten in huis?\nJe kan de vruchtjes in fijne stukjes snijden en drogen in dit apparaat. Geschikt voor kruiden, besjes, appels, peren, champignons,....","10","uitleenperiode","1","34","2013-09-21 17:43:37","2013-09-21 17:43:37","2017-08-31 17:43:37",""
"2474","225","Piñata","Ik maak piñatas, zowel voor jongens als voor meisjes. Altijd leuk voor een verjaardag enz.","40","stuk","1","20","2014-10-17 21:19:27","2014-10-17 21:19:27","2015-10-12 21:19:27",""
"1583","141","Babysit en kinderoppas","Mijn dochters van 19 en 22 willen heel graag babysitten. Bij de jongste zijn zeker babietjes en peuters in goede handen want zij zit in haar laatste jaar kinderzorg en heeft veel ervaring.","0","","1","25","2013-09-26 11:57:10","2013-09-26 11:57:10","2015-09-16 11:57:10",""
"1605","76","mooi handschrift","Ik heb een duidelijk handschrift waar sommige mensen jaloers op zijn en schrijf ook graag (voor jou): adressen op enveloppen, menukaarten, een brief, ... Geen kalligrafie, gewoon schoon schrift.","10","opdracht?","1","20","2013-09-30 09:35:38","2013-09-30 09:35:38","2015-09-20 09:35:38",""
"1765","137","Kamerplantjes :  Spathiphyllum (lepelplant)","stevige kamerplantjes van eigen kweek, witte lancetvormige bloeiwijze\nMooi voor binnen (of buiten), NIET vriesvast\nook ideaal als cadeau voor liefhebbers, voor de juf of ...","1","stuk","1","21","2013-11-24 08:58:41","2013-11-24 08:58:41","2014-11-19 08:58:41",""
"1687","12","Gezelschapsspelletjes te leen","De Kolonisten van Catan, Carcassonne, Anti-Monopoly, Het grote Van Daele woordenboekspel, Rummikub, Stratego, schaken,...en nog meer spelletjes staan vaak ongebruikt in onze kast. Je mag het gerust eens komen lenen voor een weekend of een week! Laat die winter maar komen!","5","week/ weekend","1","36","2013-10-30 17:58:25","2013-10-30 17:58:25","2016-10-14 18:58:25",""
"2475","225","Tekenen en schilderen","Hallo,\r\nIk zoek iemand die mij kan leren kinder tekeningen maken in een groot formaat en de ook schilderen aub.","\N","","0","20","2014-10-17 21:45:53","2014-10-17 21:45:53","2016-10-06 21:45:53",""
"2547","164","DETO turnpantoffels maat 31","1 jaar gebruikt tijdens de turnles.","5","paar","1","27","2014-10-30 15:11:27","2014-10-30 15:11:27","2014-12-29 15:11:27",""
"2568","196","zwarte daim botten, maat 40","zwarte daim botten, maat 40 (vallen groter uit) 1 keer aangedaan.","\N","","1","28","2014-11-02 22:04:22","2014-11-02 22:04:22","2015-05-01 23:04:22",""
"1617","76","transitie boek Jan Rotmans","Het nieuwste boek "In het oog van de orkaan: Nederland in transitie" van professor in de transitiekunde Jan Rotmans hebben wij in ons bezit, nieuw aangekocht in NL zelf. Interessant leesvoer voor Letsers! Wie het graag wil lezen, kan het van ons lenen. We stellen voor 6 blussers voor max. 6 weken en terugbezorgen in dezelfde staat. Meer info: www.janrotmans.nl","6","uitlening","1","37","2013-10-06 21:36:47","2013-10-06 21:36:47","2015-09-26 21:36:47",""
"2631","129","Aankoopbon 15% op kunstkerstbomen","Aankoopbon van HUBO, geldig tot eind december","1","stuk","1","40","2014-11-21 19:14:02","2014-11-21 19:14:02","2014-12-21 19:14:02",""
"2376","41","wie verkoopt mijn moto","blussers overeen te komen, maar als je deze moto verkocht kan krijgen,...\n\nhttp://www.2dehands.be/motoren/motoren/yamaha/yamaha-te-koop-kledij-205695365.html\n","\N","...","0","32","2014-10-08 09:24:59","2014-10-08 09:24:59","2014-12-07 08:24:59",""
"2697","147","Winterwandeling 12/12/2014  19-23u","Zoals elk jaar gaan een aantal letsers mee op winterwandeling in het vrijbroekpark in Mechelen.\r\n\r\n-Wij zoeken nog iemand die de oproep om deel te nemen wil verspreiden via de mailinglijst.\r\n-Het aantal personen en namen doorgeeft ana de stad Mechelen.\r\n-De personen op het afgesproken uur opwacht aan de hoofdingang.\r\n-Lekker gezellig meewandelen.\r\n-Na de wandeling verzamelen aan het kampvuur en nog een babbeltje slaan met de andere letsers.\r\n\r\nhttp://www.provincieantwerpen.be/aanbod/dvt/vrijbroekpark/kalender-vrijbroekpark.masterdetail.html/p_detail_url/nl/dvt/provinciale-groendomeinen-regio-mechelen/kalender/vurige-winteravond.period_1.html\r\n\r\nInteresse? activiteiten@letsmechelen.be of contacteer Nele of Afra","\N","","0","2","2014-12-05 10:39:18","2014-12-05 10:39:18","2015-01-04 10:39:18",""
